,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.036,0.036,0.04,0.059,0.064,0.047,0.052,0.052,0.043,0.038,0.066,0.048,0.044,0.052,0.056,0.06,0.029,0.064,0.064,0.05
1970-1979,0.048,0.048,0.046,0.061,0.059,0.054,0.049,0.052,0.054,0.044,0.052,0.039,0.04,0.054,0.05,0.055,0.046,0.051,0.053,0.045
1980-1989,0.054,0.044,0.052,0.065,0.066,0.056,0.048,0.049,0.058,0.049,0.052,0.033,0.036,0.06,0.051,0.038,0.05,0.051,0.053,0.035
1990-1999,0.058,0.043,0.052,0.057,0.054,0.056,0.043,0.048,0.061,0.059,0.047,0.025,0.035,0.062,0.067,0.045,0.054,0.055,0.044,0.033
2000-2009,0.062,0.043,0.055,0.061,0.061,0.056,0.042,0.048,0.056,0.067,0.035,0.022,0.031,0.052,0.062,0.028,0.099,0.048,0.049,0.024
2010-2019,0.055,0.04,0.055,0.051,0.063,0.048,0.043,0.05,0.05,0.081,0.036,0.016,0.027,0.048,0.07,0.022,0.122,0.047,0.049,0.027
2020-2029,0.01,0.026,0.052,0.062,0.139,0.021,0.015,0.077,0.077,0.077,0.005,0.026,0.031,0.052,0.052,0.021,0.165,0.036,0.031,0.026
Total,0.046,0.04,0.05,0.06,0.072,0.048,0.042,0.054,0.057,0.059,0.042,0.03,0.035,0.054,0.058,0.038,0.081,0.05,0.049,0.034
