,0,1,2,3,4,5,6,7,8,9
1920-1929,14,5,0,9,5,7,6,13,0,3
1930-1939,41,6,0,5,6,4,10,23,0,1
1940-1949,169,46,1,32,33,34,50,89,2,5
1950-1959,219,64,0,35,38,40,46,129,1,3
1960-1969,372,404,1,342,275,266,317,333,5,65
1970-1979,269,1029,2,795,684,693,680,661,2,103
1980-1989,100,890,0,702,565,637,633,592,1,79
1990-1999,34,890,0,750,632,635,616,631,0,82
2000-2009,15,978,0,871,667,688,694,624,3,52
2010-2019,8,773,1,741,563,576,602,473,0,51
2020-2029,0,15,0,16,9,4,6,11,0,0
Total,1241,5100,5,4298,3477,3584,3660,3579,14,444
