,0,1,2,3,4,5,6,7,8,9
1920-1929,9,0,3,3,0,0,0,0,2,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,3,1,4,2,0,0,4,16,6,0
1960-1969,370,204,135,166,116,115,185,173,304,106
1970-1979,498,375,363,486,479,230,594,375,473,219
1980-1989,521,482,537,888,842,375,654,599,652,308
1990-1999,324,375,334,316,356,300,292,484,298,298
2000-2009,183,221,286,150,223,288,149,274,168,403
2010-2019,194,267,309,127,235,506,182,266,133,572
2020-2029,8,4,3,5,19,11,3,6,4,5
Total,2110,1929,1974,2143,2270,1825,2063,2193,2040,1911
