,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,7,20,5,0,1,5,7,3,6,0
1960-1969,659,225,328,243,279,194,183,270,528,172
1970-1979,791,529,594,622,639,355,562,543,843,269
1980-1989,585,501,577,740,811,327,772,667,634,276
1990-1999,293,470,415,432,500,412,369,421,335,333
2000-2009,288,383,475,220,367,537,229,429,291,607
2010-2019,142,288,176,139,167,246,143,151,127,412
2020-2029,3,12,5,6,3,16,3,15,9,40
Total,2768,2428,2575,2402,2767,2092,2268,2499,2773,2109
