,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,6,2,0,0,8,0,1,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0
1960-1969,563,285,436,274,327,259,305,351,820,180
1970-1979,666,528,585,690,689,399,735,779,824,305
1980-1989,921,710,979,1161,1033,566,1085,943,829,488
1990-1999,424,509,627,482,592,451,497,730,536,512
2000-2009,336,444,494,254,406,517,302,488,284,529
2010-2019,503,695,733,383,531,1175,503,788,372,1499
2020-2029,14,30,3,9,8,38,13,28,24,56
Total,3427,3201,3863,3255,3586,3405,3448,4107,3690,3569
