,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,57,78,137,177,65,51,106,75,93,90,81,109,60,79,94,72,73,95,86,63
1970-1979,209,245,286,354,101,169,249,270,227,237,181,240,237,231,210,261,277,214,201,196
1980-1989,490,437,472,492,307,299,446,429,473,449,437,428,503,473,482,622,554,411,535,481
1990-1999,553,617,649,491,547,611,607,616,604,639,646,475,514,594,582,539,601,583,714,600
2000-2009,418,565,460,366,773,667,438,420,482,569,598,470,492,491,465,443,354,530,677,614
2010-2019,508,733,502,433,1521,1504,555,490,545,652,857,468,532,518,731,545,420,635,716,626
2020-2029,5,12,13,13,24,25,17,12,9,20,20,4,8,13,9,11,4,16,3,10
Total,2240,2687,2519,2326,3338,3326,2418,2312,2433,2656,2820,2194,2346,2399,2573,2493,2283,2484,2932,2590
