,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,8,12,8,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1
1930-1939,0,10,10,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,7,27,17,8,11,5,6,3,4,5,7,3,3,4,3,2,0,4,1,0
1950-1959,1,71,49,27,58,1,4,11,24,14,14,1,3,22,0,3,0,5,1,8
1960-1969,36,84,44,75,94,15,40,73,32,26,50,24,23,86,10,18,9,12,21,15
1970-1979,158,57,36,59,75,61,118,190,44,78,103,83,84,106,46,60,44,46,66,11
1980-1989,431,74,37,49,73,147,237,222,96,145,121,153,119,119,107,68,113,61,76,16
1990-1999,826,50,40,55,66,298,348,186,58,210,195,249,235,128,220,144,136,114,141,13
2000-2009,1090,55,18,35,47,489,204,107,29,198,145,207,163,92,305,160,266,95,140,9
2010-2019,718,21,27,13,19,412,144,77,40,132,91,185,83,47,192,118,163,53,81,2
2020-2029,8,1,0,0,0,7,1,0,1,2,0,1,0,0,3,1,0,3,0,0
Total,3275,458,290,343,457,1435,1102,869,328,810,727,906,713,608,886,574,731,393,527,75
