,0,1,2,3,4,5,6,7,8,9
1920-1929,2,0,0,1,2,0,1,1,1,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0
1960-1969,243,101,129,205,173,89,385,183,151,298
1970-1979,323,128,304,380,279,195,422,405,347,402
1980-1989,485,219,411,471,391,339,464,576,622,481
1990-1999,331,292,324,271,239,227,233,325,293,243
2000-2009,236,303,215,219,229,256,157,192,115,151
2010-2019,346,737,395,321,332,668,207,279,203,252
2020-2029,12,20,5,11,7,22,7,23,4,10
Total,1978,1800,1783,1879,1652,1796,1876,1984,1736,1837
