,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.158,0.048,0.018,0.044,0.023,0.034,0.085,0.095,0.039,0.026,0.028,0.03,0.035,0.05,0.091,0.039,0.034,0.034,0.031,0.057
1930-1939,0.125,0.047,0.019,0.047,0.027,0.037,0.115,0.091,0.038,0.026,0.03,0.033,0.033,0.051,0.084,0.039,0.037,0.037,0.03,0.053
1940-1949,0.117,0.049,0.021,0.048,0.029,0.037,0.11,0.079,0.044,0.03,0.031,0.031,0.032,0.051,0.079,0.039,0.042,0.042,0.038,0.052
1950-1959,0.087,0.049,0.021,0.05,0.036,0.041,0.088,0.078,0.051,0.032,0.036,0.038,0.035,0.058,0.075,0.045,0.048,0.042,0.038,0.053
1960-1969,0.063,0.049,0.029,0.052,0.048,0.046,0.063,0.066,0.05,0.049,0.04,0.041,0.041,0.066,0.058,0.047,0.049,0.049,0.045,0.049
1970-1979,0.042,0.054,0.04,0.048,0.061,0.052,0.044,0.053,0.054,0.057,0.045,0.047,0.052,0.055,0.044,0.049,0.048,0.053,0.054,0.048
1980-1989,0.033,0.052,0.047,0.048,0.066,0.055,0.042,0.039,0.054,0.056,0.051,0.054,0.055,0.049,0.04,0.049,0.048,0.053,0.062,0.048
1990-1999,0.024,0.05,0.056,0.043,0.059,0.068,0.028,0.045,0.061,0.056,0.061,0.058,0.059,0.041,0.036,0.045,0.052,0.048,0.059,0.05
2000-2009,0.021,0.047,0.091,0.044,0.06,0.064,0.026,0.03,0.052,0.061,0.068,0.064,0.055,0.034,0.034,0.049,0.058,0.046,0.048,0.046
2010-2019,0.02,0.045,0.109,0.043,0.054,0.064,0.027,0.027,0.05,0.057,0.075,0.056,0.054,0.034,0.029,0.051,0.054,0.051,0.055,0.046
2020-2029,0.026,0.041,0.133,0.059,0.035,0.04,0.026,0.019,0.035,0.053,0.115,0.047,0.053,0.036,0.023,0.055,0.061,0.048,0.061,0.035
Total,0.065,0.048,0.053,0.048,0.045,0.049,0.059,0.057,0.048,0.046,0.053,0.045,0.046,0.048,0.054,0.046,0.048,0.046,0.047,0.049
