,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0
1960-1969,19,22,51,17,22,6,12,8,44,27
1970-1979,704,413,752,960,790,807,365,572,841,1061
1980-1989,756,586,886,916,1092,846,450,932,733,1539
1990-1999,791,734,864,830,839,936,1069,1192,564,947
2000-2009,646,1106,772,644,557,707,1550,1291,470,840
2010-2019,828,1611,657,814,430,526,2036,1128,365,775
2020-2029,21,25,39,19,7,36,54,30,17,10
Total,3765,4497,4021,4200,3737,3864,5536,5153,3034,5199
