,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,2,425,186,235,121,1,0,4,22,6,29,3,2,18,1,6,1,0,0,30
1930-1939,2,417,482,270,164,2,1,7,84,7,22,0,7,26,1,8,0,6,0,29
1940-1949,16,391,411,210,142,3,17,20,146,26,35,9,8,30,2,10,2,23,1,26
1950-1959,13,205,178,149,171,4,21,27,134,31,36,0,7,59,7,7,0,19,2,37
1960-1969,89,233,140,183,248,36,82,129,147,78,124,60,41,187,18,26,20,35,26,37
1970-1979,234,104,70,97,114,84,192,281,111,169,166,115,118,134,59,85,45,53,62,28
1980-1989,254,60,38,34,46,83,143,152,84,90,90,119,67,69,56,60,50,33,27,15
1990-1999,438,33,17,29,44,119,182,98,29,132,101,106,126,49,91,84,68,50,70,7
2000-2009,611,42,9,21,37,268,89,63,17,95,68,111,108,46,141,93,150,45,67,4
2010-2019,447,15,8,9,7,271,80,46,9,75,57,99,68,21,130,97,116,27,39,3
2020-2029,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
Total,2107,1925,1539,1237,1094,871,807,827,783,710,729,622,552,639,507,476,453,291,294,216
