,0,1,2,3,4,5,6,7,8,9
1920-1929,353,1,183,4,24,2,2,8,166,151
1930-1939,406,1,368,1,25,2,2,8,204,195
1940-1949,369,18,268,11,37,18,16,33,142,110
1950-1959,310,22,354,15,46,14,9,33,189,141
1960-1969,383,86,307,82,117,85,93,99,197,170
1970-1979,258,280,131,218,216,198,186,173,112,132
1980-1989,136,311,155,225,210,221,216,203,70,67
1990-1999,45,313,43,279,260,244,239,202,46,62
2000-2009,34,277,33,235,208,217,201,172,25,38
2010-2019,19,263,33,220,181,156,184,148,12,23
2020-2029,0,4,0,5,4,4,5,5,0,0
Total,2313,1576,1875,1295,1328,1161,1153,1084,1163,1089
