,0,1,2,3,4,5,6,7,8,9
1920-1929,434,4,161,2,33,1,3,3,240,211
1930-1939,454,3,502,1,39,3,7,9,296,221
1940-1949,457,17,530,13,43,13,22,39,219,175
1950-1959,299,17,311,11,55,9,15,36,215,139
1960-1969,395,131,304,125,173,97,120,97,300,197
1970-1979,242,334,192,261,302,245,253,229,113,150
1980-1989,104,247,121,218,194,184,185,175,68,74
1990-1999,67,326,45,311,255,253,254,246,46,70
2000-2009,64,464,24,340,263,318,272,246,41,53
2010-2019,24,307,20,324,244,244,244,176,13,28
2020-2029,0,1,0,1,2,1,0,0,0,0
Total,2540,1851,2210,1607,1603,1368,1375,1256,1551,1318
