,0,1,2,3,4,5,6,7,8,9
1920-1929,1665,757,5,11,3,106,8,9,379,47
1930-1939,1679,1466,1,15,4,123,10,12,477,56
1940-1949,1575,1394,26,40,48,124,33,91,406,72
1950-1959,1315,1325,39,41,39,233,72,147,519,79
1960-1969,1397,1258,231,262,306,672,415,421,672,229
1970-1979,770,689,594,654,781,816,1048,727,456,409
1980-1989,363,400,643,615,690,653,750,589,192,369
1990-1999,162,190,854,768,675,538,582,582,145,343
2000-2009,122,132,1330,855,737,422,421,496,66,378
2010-2019,58,118,1314,649,575,267,296,386,43,319
2020-2029,0,0,26,7,11,2,7,4,2,5
Total,9106,7729,5063,3917,3869,3956,3642,3464,3357,2306
