,0,1,2,3,4,5,6,7,8,9
1920-1929,20,11,0,0,0,3,0,0,6,0
1930-1939,19,14,0,0,0,4,0,0,5,0
1940-1949,42,24,3,7,8,11,6,10,4,5
1950-1959,114,100,1,3,5,27,4,13,43,7
1960-1969,166,112,36,27,36,132,83,61,105,29
1970-1979,124,110,140,129,183,237,273,144,93,92
1980-1989,137,160,340,327,316,306,353,295,91,139
1990-1999,118,113,736,575,497,460,461,425,77,250
2000-2009,101,61,1052,686,567,367,318,393,52,257
2010-2019,33,83,882,431,369,190,213,226,23,168
2020-2029,1,1,16,2,5,0,1,0,0,2
Total,875,789,3206,2187,1986,1737,1712,1567,499,949
