,0,1,2,3,4,5,6,7,8,9
1920-1929,7,0,0,5,0,7,0,10,0,11
1930-1939,10,0,0,10,0,3,0,8,0,11
1940-1949,30,6,4,18,6,15,12,9,12,8
1950-1959,90,0,10,75,5,32,4,46,2,53
1960-1969,120,54,50,78,47,131,60,114,49,84
1970-1979,125,193,223,84,177,255,170,91,148,59
1980-1989,123,410,363,136,353,335,327,97,252,68
1990-1999,112,714,645,97,616,467,513,76,404,68
2000-2009,82,910,776,45,611,423,488,61,409,49
2010-2019,31,610,579,77,402,260,340,20,280,19
2020-2029,1,6,14,1,2,1,1,0,2,0
Total,731,2903,2664,626,2219,1929,1915,532,1558,430
