,0,1,2,3,4,5,6,7,8,9
1920-1929,428,5,4,166,0,56,4,226,2,201
1930-1939,438,1,5,507,3,59,7,275,4,236
1940-1949,436,8,15,529,22,63,19,228,40,168
1950-1959,265,13,21,314,12,97,16,179,30,160
1960-1969,358,124,118,307,104,233,112,230,120,233
1970-1979,211,294,291,192,254,354,248,131,247,99
1980-1989,92,226,222,121,246,202,183,58,166,54
1990-1999,62,356,310,48,290,208,295,53,218,33
2000-2009,59,460,420,25,332,233,271,35,218,32
2010-2019,23,394,356,19,261,170,206,16,176,3
2020-2029,0,1,2,0,0,2,0,0,0,0
Total,2372,1882,1764,2228,1524,1677,1361,1431,1221,1219
