,0,1,2,3,4,5,6,7,8,9
1920-1929,127,2,1,19,2,14,3,52,1,43
1930-1939,45,0,2,47,1,10,0,24,0,15
1940-1949,207,10,11,174,9,27,15,72,17,54
1950-1959,397,10,23,325,14,78,19,195,42,174
1960-1969,353,111,96,246,81,181,93,185,102,142
1970-1979,188,210,202,133,161,245,183,106,154,66
1980-1989,83,230,214,39,205,208,186,70,145,34
1990-1999,31,179,165,23,140,131,146,32,112,20
2000-2009,16,234,274,22,173,125,141,13,108,13
2010-2019,3,98,117,14,64,42,73,8,61,6
2020-2029,1,1,2,0,2,0,1,2,0,0
Total,1451,1085,1107,1042,852,1061,860,759,742,567
