,0,1,2,3,4,5,6,7,8,9
1920-1929,334,4,2,185,5,34,3,194,6,127
1930-1939,381,0,0,369,0,44,1,234,9,174
1940-1949,359,16,12,266,15,49,24,130,31,120
1950-1959,292,9,21,358,14,57,14,173,37,158
1960-1969,352,80,95,311,75,190,81,196,100,139
1970-1979,213,221,217,132,227,281,196,121,190,106
1980-1989,123,259,244,155,253,241,222,69,196,52
1990-1999,45,323,306,43,331,202,226,42,178,37
2000-2009,29,323,275,33,231,163,189,26,154,17
2010-2019,20,270,312,33,185,106,173,12,119,9
2020-2029,0,6,13,0,3,0,1,0,4,0
Total,2148,1511,1497,1885,1339,1367,1130,1197,1024,939
