,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0
1960-1969,89,55,65,81,79,68,172,86,43,149
1970-1979,269,107,248,249,244,141,335,228,293,241
1980-1989,493,271,437,444,455,388,533,495,743,502
1990-1999,656,577,753,594,503,600,582,555,606,634
2000-2009,615,822,506,424,641,680,450,426,331,377
2010-2019,588,1307,712,581,592,1280,464,472,429,500
2020-2029,12,28,6,5,9,30,6,11,13,10
Total,2722,3167,2727,2378,2523,3187,2542,2273,2458,2413
